prefix,AS_path,origin_AS,authorized_ASes_in_ROAs,benign_level,explanation,possible_reason,factors,justification
88.216.240.0/21,N/A,AS834,['AS5065'],Medium,"The origin AS834 and the authorized AS5065 are both active and located in the same region (London, UK). An IRR maintenance object (MAINT-AS834) for the prefix suggests an operational or maintenance relationship, but there is no direct evidence of a provider‑customer, sibling, or same‑organization link, indicating the conflict is likely due to a misconfiguration or recent ownership/maintenance transfer.",The conflict likely results from a misconfiguration or recent prefix ownership/maintenance transfer between AS834 and AS5065.,"['Prefix Transfer / Ownership Change', 'Delegated / Upstream-Downstream Announcements', 'Multi-Origin with Partial ROA Coverage', 'Others (Potential Maintenance Agreement or Forgotten Updates)']",weak relationship
89.116.132.0/24,N/A,AS834,['AS396356'],Medium,"There is no clear evidence of a direct provider‑customer, sibling, or same‑organization relationship between AS834 and AS396356; they belong to different entities (IPXO LLC and Latitude.sh). However, the presence of an IRR record maintained by AS834 for the prefix and overlapping management hints at some coordination or shared administrative control, though this is not conclusive. Consequently, the situation shows partial operational overlap but lacks strong ties, suggesting a possible benign conflict rather than a clear hijack.",Possible misconfiguration or unauthorized multi‑origin announcement due to incomplete ROA coverage.,"['Others', 'Multi-Origin with Partial ROA Coverage', 'Delegated / Upstream-Downstream Announcements', 'Others (Potential Shared Management/Misconfiguration)', 'Prefix Transfer / Ownership Change', 'Traffic Engineering / Deaggregate Mismatches']",weak relationship
89.116.166.0/24,N/A,AS46844,['AS396356'],Low,"The origin AS (AS46844, Sharktech) and the authorized AS in the ROA (AS396356, Latitude.sh) have no documented direct relationship; they belong to different organizations, lack a provider‑customer or sibling link, and there is no evidence of a recent transfer or delegation to AS46844. The prefix is primarily associated with AS396356, indicating the announcement from AS46844 is likely unauthorized.",Likely a BGP hijack or misconfiguration rather than a legitimate delegation.,"['Hijacks', 'Delegated / Upstream-Downstream Announcements', 'Traffic Engineering / Deaggregate Mismatches', 'Misconfiguration']",no relationship
89.116.168.0/24,N/A,AS834,['AS212238'],Medium,"There is no direct organizational link between AS834 and AS212238, but the IRR maintainer object MAINT-AS834 appears for the prefix and both ASes have related records, indicating some coordination or shared management. This suggests the invalid announcement may stem from a misconfiguration or outdated ROA rather than a clear malicious hijack.",Misconfiguration or outdated ROA resulting from shared management between AS834 and AS212238.,"['Hijacks', 'Multi-Origin with Partial ROA Coverage', 'Delegated / Upstream-Downstream Announcements']",weak relationship
89.116.255.0/24,N/A,AS834,['AS212238'],Medium,"There is no clear evidence that AS834 and AS212238 belong to the same organization or have a direct provider‑customer relationship; they are operated by different entities. However, IRR records show a shared maintainer object, suggesting some level of coordination or legacy management that prevents a definitive low‑benign assessment. Consequently, the conflict is considered possibly benign but not strongly supported.",The invalid announcement likely stems from a misconfiguration or outdated ROA rather than an intentional hijack.,"['Hijacks', 'Multi-Origin with Partial ROA Coverage', 'Delegated / Upstream-Downstream Announcements', 'Prefix Transfer / Ownership Change', 'Traffic Engineering / Deaggregate Mismatches']",weak relationship
89.117.118.0/24,N/A,AS834,['AS396356'],Medium,"There is no direct evidence that AS834 and AS396356 belong to the same organization or have a documented provider‑customer or sibling relationship. However, RIPEstat data shows a maintenance object (mnt‑by: MAINT‑AS834) linked to the prefix under AS396356, and the prefix appears as a multi‑origin announcement, suggesting a possible administrative or temporary partnership. These factors indicate partial operational overlap but not a strong, established relationship.",The invalid announcement is likely due to a misconfiguration or a temporary/partial partnership between AS834 and AS396356.,"['Others', 'Delegated / Upstream-Downstream Announcements', 'Multi-Origin with Partial ROA Coverage', 'Traffic Engineering / Deaggregate Mismatches']",weak relationship
89.213.147.0/24,N/A,AS57974,['AS834'],Medium,"The origin AS57974 announces the prefix while the ROA authorizes AS834. Both analyses note a recent prefix ownership or AS transfer, suggesting a possible misconfiguration where the ROA was not updated. No clear customer‑provider or organizational link is evident, and historically AS834 has announced the prefix, but the transfer context provides some indication of a relationship, though not definitive.",Misconfiguration following a recent prefix ownership transfer.,"['Prefix Transfer / Ownership Change', 'Delegated / Upstream-Downstream Announcements', 'Multi-Origin with Partial ROA Coverage', 'Others (Potential Misconfiguration post-transfer/update)', 'Hijacks']",weak relationship
89.213.181.0/24,N/A,AS57974,['AS834'],Medium,"The origin AS (AS57974) and the authorized AS (AS834) have no clear direct business relationship; however, AS834 previously announced the same prefix, suggesting a recent ownership transfer or configuration error. The lack of concrete evidence of a strong tie leads to a medium assessment of a benign conflict.",Prefix transfer or misconfiguration after ownership change.,"['Prefix Transfer / Ownership Change', 'Others', 'Delegated / Upstream-Downstream Announcements', 'Multi-Origin with Partial ROA Coverage']",weak relationship
89.213.5.0/24,N/A,AS147291,"['AS834', 'AS198250']",Low,"The origin AS147291 (KHALIDGROUP-AS-AP) has no observable relationship with the authorized ASes listed in the ROAs (AS834 – IPXO LLC and AS198250 – UPSTREAM NETWORK LTD). They belong to different organizations and regions (APNIC vs RIPE NCC), and there is no evidence of a customer‑provider, sibling, or transfer relationship. Consequently, the invalid announcement is unlikely to be a benign conflict.",Likely a misconfiguration or hijack.,"['Hijacks', 'Prefix Transfer / Ownership Change', 'Others (Potential Unrecorded or Unavailable Transfer History)']",no relationship
89.251.28.0/24,N/A,AS212238,['AS135682'],Medium,"The prefix has undergone recent ownership transfers, suggesting that AS212238 may be the new legitimate holder while the ROA still lists AS135682. This mismatch likely stems from delayed ROA updates rather than a malicious hijack, and no direct organizational or provider‑customer relationship is evident between the two ASes.","The conflict likely results from a recent prefix ownership transfer that has not been reflected in the ROA, causing a benign misconfiguration.","['Prefix Transfer / Ownership Change', 'Delegated / Upstream-Downstream Announcements', 'Multi-Origin with Partial ROA Coverage']",weak relationship
92.53.184.0/22,N/A,AS400536,['AS834'],Medium,"The origin AS400536 and the authorized AS834 do not have a confirmed direct relationship such as same organization or explicit provider‑customer link. However, the prefix has historically been announced by AS834, and the recent appearance of AS400536 may reflect a temporary configuration change, a delegated upstream/downstream arrangement, or a recent ownership transfer, suggesting a possible benign conflict rather than a clear hijack.",Possible delegated upstream/downstream announcement or recent prefix transfer,"['Hijacks', 'Delegated / Upstream-Downstream Announcements', 'Third-Party Announcements (CDNs, cloud edges, etc.)', 'Others (Geographically targeted service/content delivery)', 'Prefix Transfer / Ownership Change', 'Multi-Origin with Partial ROA Coverage']",weak relationship
93.92.22.0/23,N/A,AS9087,"['AS7018', 'AS54339', 'AS209697', 'AS401838']",Low,"The origin AS (AS9087) is not listed in any ROA for the prefix and there is no evident organizational, contractual, or geographic relationship with the authorized ASes (AS7018, AS54339, AS209697, AS401838). Ownership data shows AS9087 belongs to Rackdog, LLC, while the authorized ASes are owned by AT&T, Parker Broadband, Uni Broadband, and a reserved entity, indicating a lack of common control. Although a prefix transfer or misconfiguration is possible, the absence of concrete evidence points to a likely hijack or misconfiguration.",Hijack or misconfiguration.,"['Prefix Transfer / Ownership Change', 'Multi-Origin with Partial ROA Coverage', 'Delegated / Upstream-Downstream Announcements', 'Hijacks']",no relationship
